ListingNumber,Term,LoanStatus,BorrowerAPR,BorrowerRate,LenderYield,ProsperScore,ListingCategory,BorrowerState,Occupation,EmploymentStatus,AmountDelinquent,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,LoanOriginalAmount,LoanOriginationDate
948074,36,Current,0.15833,0.1299,0.1199,10,Debt Consolidation,AL,Professional,Employed,0,1,4,4,0,0.0,15000.0,25000,2013
647947,36,Current,0.32538,0.2859,0.2759,1,Business,MT,Tradesman - Carpenter,Self-employed,5549,1,8,8,0,0.0,4000.0,4000,2012
576347,36,Current,0.26681,0.2287,0.2187,4,Debt Consolidation,GA,Other,Employed,0,3,60,60,0,0.0,13500.0,11000,2012
546659,36,Current,0.28728,0.2487,0.2387,2,Debt Consolidation,NC,Military Officer,Full-time,325,1,34,29,5,0.0,2000.0,3000,2011
698822,12,Chargedoff,0.25785,0.1795,0.1695,5,Auto,MI,Skilled Labor,Employed,0,2,23,22,1,0.0,8000.0,9500,2013
490252,36,Completed,0.13109,0.1099,0.0999,8,Debt Consolidation,IL,Teacher,Full-time,0,1,12,12,0,0.0,3000.0,7000,2011
523712,36,Chargedoff,0.27467,0.2399,0.2299,4,Debt Consolidation,DE,Administrative Assistant,Employed,0,1,6,6,0,0.0,4000.0,7000,2011
803212,36,Current,0.35356,0.3134,0.3034,9,Debt Consolidation,FL,Sales - Commission,Employed,0,2,16,16,0,0.0,21000.0,4000,2013
433725,36,Completed,0.28777,0.2645,0.2545,7,Other,OR,Sales - Retail,Full-time,0,2,31,31,0,0.0,9000.0,6000,2009
1019105,60,Current,0.16294,0.1399,0.1299,10,Debt Consolidation,GA,Analyst,Employed,0,1,15,15,0,0.0,25000.0,10000,2013
474342,36,Chargedoff,0.38723,0.35,0.34,2,Debt Consolidation,GA,Other,Full-time,135,1,38,27,11,0.0,4800.0,3800,2010
608387,60,Chargedoff,0.35838,0.3304,0.3204,3,Debt Consolidation,CA,Other,Not employed,0,1,9,9,0,0.0,4000.0,4000,2012
867008,36,Current,0.20462,0.1679,0.1579,6,Business,NY,Other,Employed,0,1,9,9,0,0.0,4000.0,6000,2013
599888,36,Chargedoff,0.33973,0.2999,0.2899,3,Debt Consolidation,FL,Executive,Employed,657,1,11,11,0,0.0,4000.0,3500,2012
546640,36,Completed,0.24983,0.2121,0.2021,2,Debt Consolidation,OH,Sales - Commission,Employed,0,4,10,10,0,0.0,33000.0,5000,2011
994642,60,Current,0.21935,0.195,0.185,8,Debt Consolidation,OH,Professional,Employed,0,3,62,62,0,0.0,20500.0,15000,2013
518984,36,Completed,0.22362,0.1899,0.1799,6,Debt Consolidation,NC,Nurse (LPN),Employed,0,1,9,9,0,0.0,5000.0,9500,2011
593478,36,Completed,0.12427,0.0964,0.0864,8,Debt Consolidation,VA,Attorney,Employed,1528,1,6,5,1,0.0,6500.0,6200,2012
764800,36,Current,0.23939,0.2019,0.1919,2,Debt Consolidation,MO,Other,Employed,0,1,9,9,0,0.0,6000.0,10000,2013
512192,36,Completed,0.34621,0.3099,0.2999,3,Debt Consolidation,NJ,Landscaping,Employed,0,3,48,48,0,0.0,8575.0,7500,2011
876966,36,Current,0.25371,0.2159,0.2059,6,Debt Consolidation,MI,Professional,Employed,0,3,68,67,1,0.0,7200.0,4000,2013
595796,36,Chargedoff,0.33973,0.2999,0.2899,1,Debt Consolidation,CO,Engineer - Mechanical,Self-employed,5691,1,7,7,0,0.0,4000.0,4000,2012
709714,36,Chargedoff,0.25781,0.2199,0.2099,2,Home Improvement,MS,Sales - Retail,Self-employed,0,2,45,23,15,7.0,5500.0,4000,2013
648820,36,Current,0.15833,0.1299,0.1199,6,Business,OH,Other,Self-employed,0,1,35,35,0,0.0,2000.0,10000,2012
853574,36,Current,0.1202,0.0924,0.0824,10,Home Improvement,CA,Analyst,Employed,0,1,28,24,4,0.0,15000.0,20000,2013
580611,60,Current,0.20705,0.183,0.173,6,Debt Consolidation,NC,Other,Other,0,2,39,39,0,0.0,12000.0,9000,2012
1080577,60,Current,0.14147,0.1189,0.1089,10,Debt Consolidation,TN,Other,Employed,0,3,34,18,16,0.0,34716.0,10000,2014
723780,60,Current,0.21156,0.1874,0.1774,2,Business,IN,Construction,Self-employed,0,1,10,10,0,0.0,3500.0,10000,2013
528594,12,Completed,0.15077,0.0929,0.0829,9,Other,CA,Other,Full-time,0,1,13,13,0,0.0,3000.0,4000,2011
1200663,36,Current,0.28636,0.2474,0.2374,5,Other,TX,Engineer - Mechanical,Employed,0,1,35,35,0,0.0,4000.0,4000,2014
833426,36,Completed,0.2878,0.2492,0.2392,3,Home Improvement,WI,Professional,Employed,0,1,14,13,1,0.0,5000.0,3000,2013
506546,60,Completed,0.1263,0.1129,0.1029,8,Debt Consolidation,MI,Social Worker,Full-time,0,4,49,49,0,0.0,10500.0,11000,2011
537109,36,Current,0.35244,0.316,0.306,3,Debt Consolidation,CA,Retail Management,Full-time,300,1,35,34,1,0.0,5000.0,7500,2011
504472,36,Current,0.32576,0.2899,0.2799,3,Debt Consolidation,GA,Sales - Retail,Part-time,0,2,51,51,0,0.0,5000.0,4000,2011
676617,36,Current,0.34045,0.3006,0.2906,1,Debt Consolidation,MN,Investor,Self-employed,0,1,9,9,0,0.0,4000.0,4000,2012
559985,36,Current,0.11766,0.0899,0.0799,8,Debt Consolidation,CA,Computer Programmer,Employed,0,2,40,39,1,0.0,17000.0,14500,2012
1187444,60,Current,0.1325,0.1099,0.0999,11,Debt Consolidation,CO,Executive,Employed,0,4,46,46,0,0.0,63000.0,10000,2014
514087,36,Current,0.22362,0.1899,0.1799,6,Debt Consolidation,FL,Professional,Employed,260,1,27,27,0,0.0,9500.0,13000,2011
826822,60,Current,0.21566,0.1914,0.1814,6,Other,GA,Teacher,Employed,0,2,29,28,1,0.0,15000.0,10000,2013
486523,36,Completed,0.32454,0.2872,0.2772,1,Auto,OH,Laborer,Full-time,0,2,20,20,0,0.0,5500.0,1600,2010
605683,60,Current,0.35838,0.3304,0.3204,3,Business,IL,Executive,Employed,0,1,14,14,0,0.0,1000.0,4000,2012
848525,60,Current,0.30337,0.2769,0.2669,4,Household Expenses,OH,Nurse (RN),Employed,0,1,12,12,0,0.0,2000.0,2000,2013
557455,36,Current,0.2399,0.2024,0.1924,5,Debt Consolidation,WA,Professional,Employed,0,1,9,9,0,0.0,3000.0,4000,2012
795474,60,Current,0.14965,0.1269,0.1169,8,Debt Consolidation,IN,Other,Self-employed,0,1,29,29,0,0.0,2000.0,10000,2013
485296,36,Completed,0.35858,0.322,0.312,6,Debt Consolidation,RI,Engineer - Mechanical,Employed,0,1,9,9,0,0.0,6000.0,7500,2010
419792,36,Completed,0.13736,0.112,0.102,10,Debt Consolidation,UT,Nurse's Aide,Full-time,0,1,15,15,0,0.0,5000.0,1400,2009
494224,36,Completed,0.22362,0.1899,0.1799,6,Business,NJ,Other,Self-employed,0,1,35,35,0,0.0,25000.0,10000,2011
720254,36,Current,0.19645,0.1599,0.1499,6,Wedding Loans,MD,Retail Management,Employed,0,2,40,38,2,0.0,5000.0,7800,2013
1127524,36,Current,0.25279,0.215,0.205,4,Wedding Loans,CA,Other,Employed,0,1,11,11,0,0.0,4000.0,5000,2014
509976,36,Completed,0.124,0.1029,0.0929,9,Debt Consolidation,CA,Professional,Full-time,0,1,32,32,0,0.0,9000.0,6500,2011
1151151,36,Current,0.14714,0.1189,0.1089,7,Debt Consolidation,CA,Professional,Employed,0,2,14,14,0,0.0,9000.0,10000,2014
713958,60,Current,0.09959,0.0779,0.0679,10,Debt Consolidation,CT,Retail Management,Employed,0,1,2,2,0,0.0,12000.0,25000,2013
538248,36,Current,0.25486,0.2205,0.2105,2,Home Improvement,DE,Nurse (RN),Employed,0,1,9,9,0,0.0,4000.0,7500,2011
845952,36,Current,0.35356,0.3134,0.3034,6,Business,OK,Clerical,Employed,0,2,31,31,0,0.0,4000.0,4000,2013
541940,36,Completed,0.18986,0.1609,0.1509,6,Debt Consolidation,ID,Military Enlisted,Employed,0,1,3,3,0,0.0,3000.0,6700,2011
623714,36,Completed,0.08577,0.0724,0.0624,10,Medical/Dental,OH,Executive,Employed,0,1,6,6,0,0.0,12000.0,5000,2012
473627,36,Completed,0.38569,0.3485,0.3385,2,Debt Consolidation,NJ,Professional,Employed,0,1,28,28,0,0.0,8000.0,2800,2010
1170324,60,Current,0.15425,0.1314,0.1214,11,Home Improvement,IN,Administrative Assistant,Employed,0,1,14,14,0,0.0,13000.0,10000,2014
562570,36,Current,0.11766,0.0899,0.0799,9,Debt Consolidation,TN,Other,Full-time,0,1,21,20,1,0.0,1500.0,5000,2012
580741,36,Completed,0.33973,0.2999,0.2899,2,Wedding Loans,NM,Other,Employed,0,3,33,33,0,0.0,11950.0,4000,2012
683903,36,Current,0.26528,0.2272,0.2172,4,Debt Consolidation,NJ,Professional,Employed,439,1,9,9,0,0.0,5500.0,10500,2012
571437,36,Completed,0.33973,0.2999,0.2899,2,Medical/Dental,CA,Other,Employed,0,2,11,11,0,0.0,10500.0,4000,2012
509552,60,Completed,0.29371,0.2699,0.2599,4,Debt Consolidation,IN,Other,Full-time,0,1,35,35,0,0.0,1000.0,10000,2011
649448,60,Current,0.24302,0.2181,0.2081,4,Debt Consolidation,VA,Civil Service,Employed,0,1,24,24,0,0.0,6000.0,15000,2012
482324,36,Completed,0.28649,0.25,0.24,4,Other,GA,Administrative Assistant,Full-time,0,1,27,27,0,0.0,1500.0,1600,2010
533506,36,Current,0.25494,0.2171,0.2071,4,Home Improvement,DE,Other,Retired,0,2,53,53,0,0.0,14500.0,15000,2011
568971,36,Completed,0.26681,0.2287,0.2187,5,Debt Consolidation,WA,Other,Self-employed,0,2,36,35,1,0.0,8500.0,14000,2012
544457,36,Completed,0.0783,0.0749,0.0649,10,Debt Consolidation,CA,Computer Programmer,Employed,0,1,26,26,0,0.0,7000.0,8000,2011
961598,60,Current,0.20321,0.179,0.169,8,Home Improvement,ID,Executive,Employed,0,3,52,52,0,0.0,41000.0,15000,2014
519772,36,Current,0.27467,0.2399,0.2299,3,Debt Consolidation,VA,Other,Employed,0,1,14,14,0,0.0,1000.0,3500,2011
724687,36,Completed,0.08325,0.0699,0.0599,10,Home Improvement,NC,Engineer - Electrical,Employed,0,1,4,4,0,0.0,5000.0,3500,2013
886739,36,Current,0.15324,0.1249,0.1149,7,Debt Consolidation,AZ,Truck Driver,Employed,0,1,8,8,0,0.0,15000.0,9500,2013
531989,36,Current,0.29254,0.2574,0.2474,7,Home Improvement,NY,Accountant/CPA,Employed,0,1,7,7,0,0.0,12175.83,7000,2011
593674,60,Completed,0.28704,0.261,0.251,6,RV,FL,Other,Employed,0,2,10,10,0,0.0,9500.0,10000,2012
430883,36,Completed,0.37453,0.35,0.34,6,Debt Consolidation,IL,Professional,Full-time,0,1,36,36,0,0.0,1800.0,2750,2009
585441,60,Chargedoff,0.35838,0.3304,0.3204,3,Debt Consolidation,MO,Accountant/CPA,Employed,5129,2,33,33,0,0.0,8500.0,4000,2012
862813,36,Current,0.3179,0.2786,0.2686,3,Auto,FL,Teacher,Full-time,0,3,86,86,0,0.0,14750.0,4000,2013
440012,36,Completed,0.10436,0.0835,0.0735,9,Debt Consolidation,IL,Other,Full-time,0,1,21,21,0,0.0,1750.0,2475,2009
444653,36,Completed,0.08191,0.0785,0.0685,10,Other,UT,Professional,Full-time,0,2,4,4,0,0.0,6150.0,5000,2010
435843,36,Completed,0.12511,0.104,0.094,9,Other,VA,Professional,Full-time,0,1,16,16,0,0.0,7000.0,5000,2009
424991,36,Completed,0.18855,0.1518,0.1418,6,Debt Consolidation,NY,Analyst,Full-time,0,1,19,19,0,0.0,1000.0,1000,2009
475204,36,Completed,0.39275,0.33,0.32,3,Home Improvement,TX,Professional,Full-time,0,2,32,17,9,6.0,10000.0,1000,2010
530606,36,Chargedoff,0.35244,0.316,0.306,2,Debt Consolidation,GA,Other,Employed,0,1,9,9,0,0.0,5000.0,5000,2011
518301,36,Completed,0.08331,0.0799,0.0699,10,Debt Consolidation,MA,Executive,Full-time,0,1,13,13,0,0.0,6000.0,6000,2011
681965,36,Defaulted,0.12528,0.0974,0.0874,10,Other,GA,Sales - Commission,Employed,0,1,8,8,0,0.0,25000.0,2000,2012
591314,36,Completed,0.26681,0.2287,0.2187,3,Debt Consolidation,AL,Teacher,Employed,0,3,26,26,0,0.0,13000.0,10000,2012
1119803,60,Current,0.13227,0.1099,0.0999,11,Debt Consolidation,CO,Principal,Employed,0,1,1,1,0,0.0,15000.0,11500,2014
963673,60,Current,0.22601,0.2015,0.1915,6,Debt Consolidation,PA,Teacher,Employed,0,4,67,62,5,0.0,25500.0,11500,2013
602800,60,Current,0.28704,0.261,0.251,7,Debt Consolidation,GA,Other,Employed,0,1,8,2,5,1.0,8000.0,9500,2012
977573,36,Current,0.24205,0.2045,0.1945,2,Debt Consolidation,GA,Skilled Labor,Employed,0,1,9,9,0,0.0,15000.0,15000,2013
623637,36,Past Due (16-30 days),0.32333,0.2839,0.2739,4,Home Improvement,NV,Professional,Employed,0,2,30,30,0,0.0,17100.0,4000,2012
733491,12,Current,0.2984,0.2193,0.2093,3,Debt Consolidation,IL,Other,Employed,0,2,68,61,7,0.0,5900.0,2000,2013
556659,36,Current,0.17359,0.1449,0.1349,6,Other,CA,Other,Not employed,0,1,14,14,0,0.0,2900.0,2102,2012
494291,36,Current,0.25424,0.2199,0.2099,6,Debt Consolidation,WI,Sales - Commission,Full-time,0,1,13,13,0,0.0,1500.0,6500,2011
773292,36,Completed,0.3179,0.2786,0.2686,3,Auto,TX,Other,Other,0,1,1,1,0,0.0,4000.0,2000,2013
567660,36,Completed,0.33973,0.2999,0.2899,1,Debt Consolidation,UT,Other,Employed,0,1,14,13,1,0.0,1000.0,2000,2012
548384,60,Chargedoff,0.29495,0.2687,0.2587,4,Debt Consolidation,KS,Tradesman - Mechanic,Employed,0,2,39,39,0,0.0,6000.0,5000,2012
685573,60,Current,0.17982,0.1564,0.1464,6,Baby&Adoption,WY,Attorney,Self-employed,0,1,3,0,3,0.0,7500.0,12228,2012
750633,60,Current,0.22283,0.1984,0.1884,6,Home Improvement,AL,Computer Programmer,Employed,0,1,13,13,0,0.0,4000.0,4000,2013
808372,36,Current,0.20462,0.1679,0.1579,7,Debt Consolidation,OK,Other,Employed,0,5,72,72,0,0.0,24000.0,18000,2013
771088,60,Current,0.21156,0.1874,0.1774,4,Household Expenses,MD,Other,Employed,0,2,31,30,1,0.0,4500.0,6500,2013
510423,60,Completed,0.24252,0.2199,0.2099,7,Home Improvement,OH,Sales - Commission,Employed,0,2,6,6,0,0.0,10500.0,15000,2011
552148,36,Completed,0.22456,0.1874,0.1774,5,Debt Consolidation,MI,Professional,Employed,0,2,15,15,0,0.0,18500.0,5500,2012
446876,36,Completed,0.28574,0.2625,0.2525,6,Other,OK,Nurse (RN),Full-time,0,1,34,31,3,0.0,2000.0,3400,2010
653544,36,Chargedoff,0.32538,0.2859,0.2759,4,Medical/Dental,CO,Accountant/CPA,Employed,4435,1,22,22,0,0.0,10000.0,4000,2012
870832,60,Current,0.10878,0.0869,0.0769,10,Medical/Dental,CA,Professional,Full-time,0,2,64,64,0,0.0,28000.0,3500,2013
541398,36,Completed,0.2924,0.2537,0.2437,7,Other,MD,Administrative Assistant,Employed,0,1,9,9,0,0.0,2000.0,4000,2011
641792,36,Completed,0.2706,0.2324,0.2224,3,Household Expenses,AZ,Skilled Labor,Employed,0,1,8,8,0,0.0,3500.0,3000,2012
703337,60,Current,0.30234,0.2759,0.2659,4,Auto,MI,Other,Full-time,16586,2,47,23,21,3.0,15880.0,3500,2013
419287,36,Completed,0.17138,0.135,0.125,9,Other,TN,Other,Full-time,0,1,12,12,0,0.0,1000.0,1000,2009
425895,36,Completed,0.22287,0.2005,0.1905,9,Student Use,LA,Computer Programmer,Full-time,0,1,25,25,0,0.0,4880.0,4976,2009
575698,36,Completed,0.22456,0.1874,0.1774,5,Other,MD,Teacher,Full-time,100,1,33,21,11,1.0,10000.0,2000,2012
616592,36,Past Due (31-60 days),0.30398,0.265,0.255,4,Auto,TN,Construction,Employed,0,2,17,17,0,0.0,13100.0,10000,2012
530804,36,Current,0.22362,0.1899,0.1799,6,Debt Consolidation,IN,Administrative Assistant,Employed,6786,1,35,33,2,0.0,9000.0,3000,2011
725653,36,Completed,0.12528,0.0974,0.0874,9,Other,WA,Other,Employed,0,1,7,7,0,0.0,9500.0,10000,2013
455315,36,Completed,0.0799,0.0765,0.0665,10,Debt Consolidation,IL,Other,Full-time,0,2,29,29,0,0.0,3300.0,6500,2010
1023830,36,Current,0.06726,0.0605,0.0505,11,Debt Consolidation,IL,Analyst,Employed,0,2,21,21,0,0.0,18280.0,12000,2013
647039,60,Completed,0.29464,0.2684,0.2584,3,Auto,MO,Truck Driver,Employed,15,1,7,7,0,0.0,5000.0,13000,2012
947462,36,Current,0.22875,0.1915,0.1815,7,Debt Consolidation,VA,Professional,Employed,0,3,57,57,0,0.0,35000.0,25000,2013
547137,60,Chargedoff,0.2699,0.2443,0.2343,2,Wedding Loans,MI,Laborer,Employed,0,2,8,8,0,0.0,9000.0,7000,2012
436387,36,Chargedoff,0.24285,0.2049,0.1949,8,Debt Consolidation,FL,Food Service,Full-time,0,1,14,14,0,0.0,1000.0,1000,2009
720795,60,Past Due (1-15 days),0.16499,0.1419,0.1319,7,Debt Consolidation,KY,Executive,Employed,0,3,29,29,0,0.0,22000.0,10000,2013
653122,60,Current,0.28848,0.2624,0.2524,3,Medical/Dental,AZ,Administrative Assistant,Employed,0,3,63,63,0,0.0,4700.0,6350,2012
641773,36,Chargedoff,0.2706,0.2324,0.2224,3,Medical/Dental,NV,Nurse (RN),Employed,0,2,7,7,0,0.0,12500.0,4000,2012
455220,36,Completed,0.3593,0.335,0.325,4,Debt Consolidation,OH,Nurse (LPN),Full-time,301,1,24,24,0,0.0,1500.0,2500,2010
643190,60,Current,0.19661,0.1728,0.1628,6,Debt Consolidation,CA,Professional,Employed,0,1,3,3,0,0.0,25000.0,25000,2012
502687,36,Completed,0.25424,0.2199,0.2099,7,Debt Consolidation,IN,Other,Employed,0,1,35,35,0,0.0,10400.0,9250,2011
515958,12,Completed,0.3104,0.2199,0.2099,4,Debt Consolidation,OH,Sales - Retail,Employed,2737,1,16,15,1,0.0,2000.0,2500,2011
1029548,36,Current,0.0762,0.0629,0.0529,11,Debt Consolidation,MD,Professional,Employed,0,1,23,23,0,0.0,6500.0,16000,2013
574865,60,Chargedoff,0.2968,0.2705,0.2605,3,Baby&Adoption,NY,Administrative Assistant,Employed,0,1,21,20,1,0.0,2000.0,15000,2012
518689,36,Current,0.22362,0.1899,0.1799,7,Home Improvement,TX,Nurse (RN),Employed,60,1,16,16,0,0.0,4000.0,15000,2011
420615,36,Completed,0.20716,0.17,0.16,8,Other,NV,Waiter/Waitress,Full-time,0,2,14,13,1,0.0,4000.0,1000,2009
855966,36,Current,0.35356,0.3134,0.3034,4,Debt Consolidation,KS,Food Service Management,Employed,30,1,7,7,0,0.0,4500.0,4000,2013
1128269,60,Current,0.14147,0.1189,0.1089,10,Other,WA,Analyst,Employed,0,1,4,3,1,0.0,4500.0,5500,2014
520662,36,Completed,0.34621,0.3099,0.2999,3,Debt Consolidation,MS,Other,Employed,0,1,11,11,0,0.0,2000.0,4000,2011
875824,36,Current,0.22354,0.1864,0.1764,4,Home Improvement,MO,Social Worker,Employed,0,2,52,52,0,0.0,9000.0,6300,2013
561032,36,Current,0.17359,0.1449,0.1349,7,Business,WA,Executive,Full-time,0,1,35,35,0,0.0,23500.0,15000,2012
864131,60,Current,0.14453,0.1219,0.1119,9,Debt Consolidation,TX,Teacher,Employed,0,1,1,1,0,0.0,4000.0,3000,2013
572205,36,Current,0.17359,0.1449,0.1349,7,Home Improvement,PA,Clerical,Employed,0,1,11,11,0,0.0,2000.0,2500,2012
1066214,36,Current,0.12081,0.093,0.083,9,Debt Consolidation,MA,Professional,Employed,0,1,25,25,0,0.0,6000.0,6750,2013
575192,60,Past Due (1-15 days),0.25451,0.2293,0.2193,4,Home Improvement,TN,Engineer - Mechanical,Full-time,0,1,31,31,0,0.0,10000.0,15000,2012
910369,36,Current,0.23898,0.2015,0.1915,5,Debt Consolidation,NH,Tradesman - Mechanic,Self-employed,10076,2,42,42,0,0.0,8656.7,14000,2013
524732,36,Completed,0.27467,0.2399,0.2299,2,Debt Consolidation,TX,Other,Full-time,0,1,20,20,0,0.0,1500.0,5800,2011
501341,36,Chargedoff,0.25424,0.2199,0.2099,6,Debt Consolidation,VA,Other,Employed,39,1,9,9,0,0.0,4000.0,4500,2011
689375,60,Current,0.18637,0.1628,0.1528,9,Debt Consolidation,GA,Accountant/CPA,Employed,0,1,35,35,0,0.0,4950.0,8000,2013
1012145,60,Current,0.2214,0.197,0.187,4,Auto,CA,Other,Employed,0,1,26,24,2,0.0,6500.0,10000,2013
607781,36,Current,0.18316,0.1469,0.1369,6,Medical/Dental,GA,Professional,Full-time,0,1,28,28,0,0.0,6000.0,5000,2012
690683,36,Current,0.3179,0.2786,0.2686,3,Business,MO,Accountant/CPA,Self-employed,0,3,75,75,0,0.0,7000.0,3500,2013
794793,60,Current,0.13942,0.1169,0.1069,10,Debt Consolidation,MD,Sales - Commission,Employed,0,4,63,63,0,0.0,16000.0,12000,2013
514980,60,Chargedoff,0.24252,0.2199,0.2099,6,Debt Consolidation,NY,Clerical,Employed,24115,1,36,30,6,0.0,4500.0,10000,2011
463328,36,Completed,0.30805,0.2845,0.2745,6,Debt Consolidation,MD,Waiter/Waitress,Full-time,0,1,9,9,0,0.0,1000.0,2900,2010
1235637,36,Current,0.14039,0.1119,0.1019,11,Debt Consolidation,FL,Teacher,Full-time,0,4,131,131,0,0.0,15000.0,15000,2014
1066197,36,Current,0.17969,0.1435,0.1335,7,Debt Consolidation,TN,Retail Management,Employed,0,2,64,62,2,0.0,8500.0,7500,2013
741425,36,Current,0.08325,0.0699,0.0599,10,Debt Consolidation,WA,Civil Service,Employed,0,2,45,45,0,0.0,4800.0,15000,2013
1201323,36,Current,0.19029,0.1535,0.1435,7,Medical/Dental,IL,Computer Programmer,Employed,375,3,55,55,0,0.0,19500.0,3000,2014
429566,36,Chargedoff,0.37733,0.35,0.34,2,Other,TX,Postal Service,Full-time,15628,1,34,34,0,0.0,2000.0,1500,2009
455061,36,Completed,0.17018,0.1485,0.1385,8,Debt Consolidation,NY,Engineer - Electrical,Full-time,0,1,9,9,0,0.0,7000.0,12500,2010
1182285,36,Current,0.23438,0.197,0.187,4,Debt Consolidation,MA,Other,Employed,86,2,17,17,0,0.0,6000.0,8750,2014
444545,36,Completed,0.19446,0.17,0.16,9,Debt Consolidation,IL,Clerical,Full-time,0,1,21,21,0,0.0,6000.0,1500,2010
860001,36,Current,0.08325,0.0699,0.0599,10,Debt Consolidation,IL,Professional,Employed,0,1,6,6,0,0.0,15000.0,15000,2013
950874,36,Completed,0.12691,0.099,0.089,11,Auto,CT,Sales - Retail,Employed,0,2,19,19,0,0.0,10500.0,10000,2013
531321,36,Current,0.25486,0.2205,0.2105,5,Other,AZ,Other,Self-employed,0,1,35,35,0,0.0,7999.0,7000,2011
970450,36,Current,0.21699,0.18,0.17,4,Debt Consolidation,MN,Other,Employed,0,1,15,15,0,0.0,8000.0,13250,2013
643942,36,Completed,0.35797,0.3177,0.3077,2,Household Expenses,NY,Executive,Employed,0,1,8,8,0,0.0,2000.0,2000,2012
585456,60,Current,0.20705,0.183,0.173,6,Other,TX,Other,Employed,2113,1,12,12,0,0.0,4000.0,6500,2012
702941,36,Current,0.25013,0.2124,0.2024,3,Debt Consolidation,KY,Accountant/CPA,Employed,0,1,4,4,0,0.0,4000.0,11000,2013
686836,36,Chargedoff,0.23121,0.1939,0.1839,5,Medical/Dental,MA,Other,Employed,0,1,9,9,0,0.0,2000.0,2000,2012
1048214,36,Current,0.0903,0.0769,0.0669,11,Medical/Dental,GA,Accountant/CPA,Employed,0,2,45,45,0,0.0,12950.0,3500,2013
600897,36,Completed,0.33973,0.2999,0.2899,2,Taxes,FL,Other,Employed,2844,1,9,9,0,0.0,5000.0,3000,2012
820216,60,Current,0.17061,0.1474,0.1374,7,Medical/Dental,TX,Professional,Employed,0,1,1,1,0,0.0,15000.0,7000,2013
713314,60,Current,0.14453,0.1219,0.1119,8,Debt Consolidation,AL,Civil Service,Employed,0,2,55,55,0,0.0,7000.0,11000,2013
1042753,60,Current,0.16969,0.1465,0.1365,11,Debt Consolidation,NY,Professional,Employed,0,1,15,15,0,0.0,15000.0,25000,2013
1126479,36,Current,0.13799,0.1099,0.0999,11,Debt Consolidation,MI,Professional,Employed,0,1,23,23,0,0.0,4000.0,15000,2014
810994,36,Current,0.32538,0.2859,0.2759,4,Debt Consolidation,TX,Accountant/CPA,Employed,0,1,11,11,0,0.0,3500.0,4000,2013
634417,60,Current,0.15936,0.1364,0.1264,8,Taxes,IL,Civil Service,Employed,0,1,6,6,0,0.0,7000.0,12000,2012
785924,36,Chargedoff,0.20462,0.1679,0.1579,6,Debt Consolidation,NV,Other,Other,3127,1,11,11,0,0.0,2000.0,5000,2013
438308,36,Completed,0.33393,0.31,0.3,4,Debt Consolidation,CA,Professional,Full-time,0,1,22,22,0,0.0,16000.0,8000,2009
419900,36,Defaulted,0.25841,0.2201,0.2101,9,Debt Consolidation,GA,Other,Full-time,0,1,15,15,0,0.0,2000.0,1000,2009
878420,60,Current,0.26333,0.2379,0.2279,4,Debt Consolidation,HI,Executive,Employed,0,1,11,11,0,0.0,2000.0,11500,2013
1225134,36,Current,0.13836,0.1099,0.0999,11,Business,VA,Analyst,Employed,0,1,35,35,0,0.0,25000.0,15000,2014
931137,36,Current,0.19144,0.155,0.145,7,Debt Consolidation,CA,Nurse (RN),Employed,0,1,17,17,0,0.0,5000.0,15000,2013
463496,36,Completed,0.37453,0.35,0.34,2,Other,CO,Sales - Retail,Full-time,463,1,34,34,0,0.0,5000.0,5000,2010
443766,36,Completed,0.11448,0.0935,0.0835,9,Debt Consolidation,NY,Other,Full-time,0,1,22,22,0,0.0,10000.0,9900,2010
981909,60,Current,0.22601,0.2015,0.1915,6,Business,CA,Professional,Employed,0,5,100,100,0,0.0,45461.0,15000,2013
477870,36,Completed,0.40679,0.3435,0.3335,5,Auto,IL,Other,Not employed,0,2,23,23,0,0.0,2000.0,1000,2010
530330,36,Past Due (1-15 days),0.22362,0.1899,0.1799,6,Debt Consolidation,NY,Professional,Employed,0,1,9,9,0,0.0,7500.0,7000,2011
447525,36,Chargedoff,0.28574,0.2625,0.2525,8,Debt Consolidation,WA,Executive,Full-time,0,1,16,14,2,0.0,1500.0,3700,2010
447691,36,Completed,0.11296,0.092,0.082,9,Debt Consolidation,GA,Administrative Assistant,Full-time,0,1,4,4,0,0.0,6000.0,2500,2010
793546,60,Current,0.21566,0.1914,0.1814,6,Debt Consolidation,CA,Sales - Commission,Employed,0,1,18,18,0,0.0,4000.0,15000,2013
588479,60,Completed,0.24702,0.222,0.212,5,Medical/Dental,MI,Professional,Employed,0,3,4,4,0,0.0,21500.0,8000,2012
428147,36,Completed,0.33291,0.309,0.299,6,Debt Consolidation,NY,Teacher,Full-time,0,1,13,13,0,0.0,2100.0,5200,2009
842461,60,Current,0.3304,0.3032,0.2932,3,Baby&Adoption,WA,Professional,Employed,1146,2,50,50,0,0.0,3000.0,4000,2013
505080,36,Completed,0.32576,0.2899,0.2799,1,Other,TX,Police Officer/Correction Officer,Employed,0,1,8,8,0,0.0,4500.0,4500,2011
